,File_Name,penguin_ID,Video_ID,Date,Time,Frame_No,Label
7448,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7448.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7448,nonprey
7449,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7449.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7449,nonprey
7450,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7450.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7450,nonprey
7451,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7451.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7451,nonprey
7452,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7452.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7452,nonprey
7453,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7453.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7453,nonprey
7454,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7454.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7454,nonprey
7455,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7455.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7455,nonprey
7456,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7456.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7456,nonprey
7457,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7457.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7457,nonprey
7458,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7458.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7458,nonprey
7459,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7459.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7459,nonprey
7460,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7460.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7460,nonprey
7461,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7461.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7461,nonprey
7462,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7462.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7462,nonprey
7463,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7463.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7463,nonprey
7464,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7464.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7464,nonprey
7465,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7465.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7465,nonprey
7466,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7466.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7466,nonprey
7467,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7467.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7467,nonprey
7468,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7468.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7468,nonprey
7469,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_16_7469.png,GI-LP0238,MOVI0006,2016-10-20,07:54:16,7469,nonprey
7470,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7470.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7470,nonprey
7471,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7471.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7471,nonprey
7472,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7472.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7472,nonprey
7473,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7473.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7473,nonprey
7474,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7474.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7474,nonprey
7475,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7475.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7475,nonprey
7476,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7476.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7476,nonprey
7477,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7477.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7477,nonprey
7478,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7478.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7478,nonprey
7479,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7479.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7479,nonprey
7480,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7480.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7480,nonprey
7481,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7481.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7481,nonprey
7482,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7482.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7482,nonprey
7483,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7483.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7483,nonprey
7484,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7484.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7484,nonprey
7485,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7485.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7485,nonprey
7486,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7486.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7486,nonprey
7487,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7487.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7487,nonprey
7488,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7488.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7488,nonprey
7489,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7489.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7489,nonprey
7490,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7490.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7490,nonprey
7491,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7491.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7491,nonprey
7492,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7492.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7492,nonprey
7493,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7493.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7493,nonprey
7494,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7494.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7494,nonprey
7495,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7495.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7495,nonprey
7496,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7496.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7496,nonprey
7497,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7497.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7497,nonprey
7498,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7498.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7498,nonprey
7499,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_17_7499.png,GI-LP0238,MOVI0006,2016-10-20,07:54:17,7499,nonprey
7500,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7500.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7500,nonprey
7501,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7501.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7501,nonprey
7502,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7502.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7502,nonprey
7503,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7503.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7503,nonprey
7504,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7504.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7504,nonprey
7505,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7505.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7505,nonprey
7506,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7506.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7506,nonprey
7507,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7507.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7507,nonprey
7508,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7508.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7508,nonprey
7509,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7509.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7509,nonprey
7510,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7510.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7510,nonprey
7511,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7511.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7511,nonprey
7512,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7512.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7512,nonprey
7513,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7513.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7513,nonprey
7514,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7514.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7514,nonprey
7515,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7515.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7515,nonprey
7516,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7516.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7516,nonprey
7517,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7517.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7517,nonprey
7518,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7518.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7518,nonprey
7519,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7519.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7519,nonprey
7520,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7520.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7520,nonprey
7521,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7521.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7521,nonprey
7522,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7522.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7522,nonprey
7523,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7523.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7523,nonprey
7524,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7524.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7524,nonprey
7525,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7525.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7525,nonprey
7526,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7526.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7526,nonprey
7527,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7527.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7527,nonprey
7528,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7528.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7528,nonprey
7529,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_18_7529.png,GI-LP0238,MOVI0006,2016-10-20,07:54:18,7529,nonprey
7530,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7530.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7530,nonprey
7531,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7531.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7531,nonprey
7532,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7532.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7532,nonprey
7533,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7533.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7533,nonprey
7534,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7534.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7534,nonprey
7535,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7535.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7535,nonprey
7536,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7536.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7536,nonprey
7537,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7537.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7537,nonprey
7538,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7538.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7538,nonprey
7539,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7539.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7539,nonprey
7540,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7540.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7540,nonprey
7541,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7541.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7541,nonprey
7542,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7542.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7542,nonprey
7543,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7543.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7543,nonprey
7544,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7544.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7544,nonprey
7545,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7545.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7545,nonprey
7546,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7546.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7546,nonprey
7547,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7547.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7547,nonprey
7548,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7548.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7548,nonprey
7549,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7549.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7549,nonprey
7550,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7550.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7550,nonprey
7551,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7551.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7551,nonprey
7552,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7552.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7552,nonprey
7553,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7553.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7553,nonprey
7554,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7554.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7554,nonprey
7555,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7555.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7555,nonprey
7556,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7556.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7556,nonprey
7557,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7557.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7557,nonprey
7558,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7558.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7558,nonprey
7559,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_19_7559.png,GI-LP0238,MOVI0006,2016-10-20,07:54:19,7559,nonprey
7560,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7560.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7560,nonprey
7561,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7561.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7561,nonprey
7562,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7562.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7562,nonprey
7563,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7563.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7563,nonprey
7564,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7564.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7564,nonprey
7565,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7565.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7565,nonprey
7566,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7566.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7566,nonprey
7567,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7567.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7567,nonprey
7568,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7568.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7568,nonprey
7569,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7569.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7569,nonprey
7570,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7570.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7570,nonprey
7571,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7571.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7571,nonprey
7572,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7572.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7572,nonprey
7573,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7573.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7573,nonprey
7574,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7574.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7574,nonprey
7575,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7575.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7575,nonprey
7576,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7576.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7576,nonprey
7577,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7577.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7577,nonprey
7578,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7578.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7578,nonprey
7579,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7579.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7579,nonprey
7580,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7580.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7580,nonprey
7581,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7581.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7581,nonprey
7582,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7582.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7582,nonprey
7583,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7583.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7583,nonprey
7584,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7584.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7584,nonprey
7585,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7585.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7585,nonprey
7586,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7586.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7586,nonprey
7587,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7587.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7587,nonprey
7588,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7588.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7588,nonprey
7589,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_20_7589.png,GI-LP0238,MOVI0006,2016-10-20,07:54:20,7589,nonprey
7590,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7590.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7590,nonprey
7591,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7591.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7591,nonprey
7592,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7592.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7592,nonprey
7593,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7593.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7593,nonprey
7594,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7594.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7594,nonprey
7595,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7595.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7595,nonprey
7596,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7596.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7596,nonprey
7597,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7597.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7597,nonprey
7598,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7598.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7598,nonprey
7599,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7599.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7599,nonprey
7600,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7600.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7600,nonprey
7601,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7601.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7601,nonprey
7602,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7602.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7602,nonprey
7603,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7603.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7603,nonprey
7604,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7604.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7604,nonprey
7605,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7605.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7605,nonprey
7606,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7606.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7606,nonprey
7607,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7607.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7607,nonprey
7608,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7608.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7608,nonprey
7609,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7609.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7609,nonprey
7610,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7610.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7610,nonprey
7611,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7611.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7611,nonprey
7612,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7612.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7612,nonprey
7613,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7613.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7613,nonprey
7614,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7614.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7614,nonprey
7615,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7615.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7615,nonprey
7616,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7616.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7616,nonprey
7617,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7617.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7617,nonprey
7618,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7618.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7618,nonprey
7619,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_21_7619.png,GI-LP0238,MOVI0006,2016-10-20,07:54:21,7619,nonprey
7620,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_22_7620.png,GI-LP0238,MOVI0006,2016-10-20,07:54:22,7620,nonprey
7621,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_22_7621.png,GI-LP0238,MOVI0006,2016-10-20,07:54:22,7621,nonprey
7622,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_22_7622.png,GI-LP0238,MOVI0006,2016-10-20,07:54:22,7622,nonprey
7623,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_54_22_7623.png,GI-LP0238,MOVI0006,2016-10-20,07:54:22,7623,nonprey
